Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 0.9, bias parameter: 0 0 0
faulty_matrix, [[ 1.        +0.j         -0.        +0.j        ] [ 0.        +0.j          0.80901699-0.58778525j]]
faultfree_matrix, [[ 1.+0.0000000e+00j -0.+0.0000000e+00j] [ 0.+0.0000000e+00j  1.-2.4492936e-16j]]
faulty_quantum_state, [-0.39911592+0.08076944j -0.61757274-0.67289426j]
faultfree_quantum_state, [0.18793832-0.91468015j 0.34282649+0.10251538j]
theta, phi, lam, score 
-3.141592653589793, -3.141592653589793, -3.141592653589793, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -2.827433388230814, 0.9972769168026199
-3.141592653589793, -3.141592653589793, -2.5132741228718345, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -2.199114857512855, 0.9972769168026205
-3.141592653589793, -3.141592653589793, -1.8849555921538759, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -1.5707963267948966, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -1.2566370614359172, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -0.9424777960769379, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -0.6283185307179586, 0.9972769168026203
-3.141592653589793, -3.141592653589793, -0.3141592653589793, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 0.0, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 0.3141592653589793, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 0.6283185307179586, 0.9972769168026205
-3.141592653589793, -3.141592653589793, 0.9424777960769379, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 1.2566370614359172, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 1.5707963267948966, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 1.8849555921538759, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 2.199114857512855, 0.9972769168026205
-3.141592653589793, -3.141592653589793, 2.5132741228718345, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 2.827433388230814, 0.9972769168026203
-3.141592653589793, -3.141592653589793, 3.141592653589793, 0.9972769168026201
-3.141592653589793, -2.827433388230814, -3.141592653589793, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -2.827433388230814, 0.9972769168026199
-3.141592653589793, -2.827433388230814, -2.5132741228718345, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -2.199114857512855, 0.9972769168026205
-3.141592653589793, -2.827433388230814, -1.8849555921538759, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -1.5707963267948966, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -1.2566370614359172, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -0.9424777960769379, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -0.6283185307179586, 0.9972769168026203
-3.141592653589793, -2.827433388230814, -0.3141592653589793, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 0.0, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 0.3141592653589793, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 0.6283185307179586, 0.9972769168026205
-3.141592653589793, -2.827433388230814, 0.9424777960769379, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 1.2566370614359172, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 1.5707963267948966, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 1.8849555921538759, 0.9972769168026202
-3.141592653589793, -2.827433388230814, 2.199114857512855, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 2.5132741228718345, 0.9972769168026201
-3.141592653589793, -2.827433388230814, 2.827433388230814, 0.9972769168026203
-3.141592653589793, -2.827433388230814, 3.141592653589793, 0.9972769168026201
-3.141592653589793, -2.5132741228718345, -3.141592653589793, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, -2.827433388230814, 0.9972769168026202
-3.141592653589793, -2.5132741228718345, -2.5132741228718345, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, -2.199114857512855, 0.9972769168026208
-3.141592653589793, -2.5132741228718345, -1.8849555921538759, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, -1.5707963267948966, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, -1.2566370614359172, 0.9972769168026206
-3.141592653589793, -2.5132741228718345, -0.9424777960769379, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, -0.6283185307179586, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, -0.3141592653589793, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, 0.0, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, 0.3141592653589793, 0.9972769168026204
-3.141592653589793, -2.5132741228718345, 0.6283185307179586, 0.9972769168026208
-3.141592653589793, -2.5132741228718345, 0.9424777960769379, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, 1.2566370614359172, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, 1.5707963267948966, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, 1.8849555921538759, 0.9972769168026205
-3.141592653589793, -2.5132741228718345, 2.199114857512855, 0.9972769168026208
-3.141592653589793, -2.5132741228718345, 2.5132741228718345, 0.9972769168026204
-3.141592653589793, -2.5132741228718345, 2.827433388230814, 0.9972769168026204
-3.141592653589793, -2.5132741228718345, 3.141592653589793, 0.9972769168026203
-3.141592653589793, -2.199114857512855, -3.141592653589793, 0.9972769168026204
-3.141592653589793, -2.199114857512855, -2.827433388230814, 0.9972769168026201
-3.141592653589793, -2.199114857512855, -2.5132741228718345, 0.9972769168026204
-3.141592653589793, -2.199114857512855, -2.199114857512855, 0.9972769168026208
-3.141592653589793, -2.199114857512855, -1.8849555921538759, 0.9972769168026205
-3.141592653589793, -2.199114857512855, -1.5707963267948966, 0.9972769168026205
-3.141592653589793, -2.199114857512855, -1.2566370614359172, 0.9972769168026206
-3.141592653589793, -2.199114857512855, -0.9424777960769379, 0.9972769168026205
-3.141592653589793, -2.199114857512855, -0.6283185307179586, 0.9972769168026205
-3.141592653589793, -2.199114857512855, -0.3141592653589793, 0.9972769168026205
-3.141592653589793, -2.199114857512855, 0.0, 0.9972769168026205
-3.141592653589793, -2.199114857512855, 0.3141592653589793, 0.9972769168026205
-3.141592653589793, -2.199114857512855, 0.6283185307179586, 0.9972769168026208
-3.141592653589793, -2.199114857512855, 0.9424777960769379, 0.9972769168026206
-3.141592653589793, -2.199114857512855, 1.2566370614359172, 0.9972769168026205
-3.141592653589793, -2.199114857512855, 1.5707963267948966, 0.9972769168026205
-3.141592653589793, -2.199114857512855, 1.8849555921538759, 0.9972769168026205
-3.141592653589793, -2.199114857512855, 2.199114857512855, 0.9972769168026208
-3.141592653589793, -2.199114857512855, 2.5132741228718345, 0.9972769168026204
-3.141592653589793, -2.199114857512855, 2.827433388230814, 0.9972769168026204
-3.141592653589793, -2.199114857512855, 3.141592653589793, 0.9972769168026203
-3.141592653589793, -1.8849555921538759, -3.141592653589793, 0.9972769168026203
-3.141592653589793, -1.8849555921538759, -2.827433388230814, 0.9972769168026199
-3.141592653589793, -1.8849555921538759, -2.5132741228718345, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, -2.199114857512855, 0.9972769168026208
-3.141592653589793, -1.8849555921538759, -1.8849555921538759, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, -1.5707963267948966, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, -1.2566370614359172, 0.9972769168026206
-3.141592653589793, -1.8849555921538759, -0.9424777960769379, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, -0.6283185307179586, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, -0.3141592653589793, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 0.0, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 0.3141592653589793, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 0.6283185307179586, 0.9972769168026208
-3.141592653589793, -1.8849555921538759, 0.9424777960769379, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 1.2566370614359172, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 1.5707963267948966, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 1.8849555921538759, 0.9972769168026205
-3.141592653589793, -1.8849555921538759, 2.199114857512855, 0.9972769168026208
-3.141592653589793, -1.8849555921538759, 2.5132741228718345, 0.9972769168026204
-3.141592653589793, -1.8849555921538759, 2.827433388230814, 0.9972769168026204
-3.141592653589793, -1.8849555921538759, 3.141592653589793, 0.9972769168026201
-3.141592653589793, -1.5707963267948966, -3.141592653589793, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, -2.827433388230814, 0.9972769168026199
-3.141592653589793, -1.5707963267948966, -2.5132741228718345, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, -2.199114857512855, 0.9972769168026205
-3.141592653589793, -1.5707963267948966, -1.8849555921538759, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, -1.5707963267948966, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, -1.2566370614359172, 0.9972769168026205
-3.141592653589793, -1.5707963267948966, -0.9424777960769379, 0.9972769168026204
-3.141592653589793, -1.5707963267948966, -0.6283185307179586, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, -0.3141592653589793, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 0.0, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 0.3141592653589793, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 0.6283185307179586, 0.9972769168026205
-3.141592653589793, -1.5707963267948966, 0.9424777960769379, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 1.2566370614359172, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 1.5707963267948966, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 1.8849555921538759, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 2.199114857512855, 0.9972769168026205
-3.141592653589793, -1.5707963267948966, 2.5132741228718345, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 2.827433388230814, 0.9972769168026203
-3.141592653589793, -1.5707963267948966, 3.141592653589793, 0.9972769168026201
-3.141592653589793, -1.2566370614359172, -3.141592653589793, 0.9972769168026203
-3.141592653589793, -1.2566370614359172, -2.827433388230814, 0.9972769168026201
-3.141592653589793, -1.2566370614359172, -2.5132741228718345, 0.9972769168026204
-3.141592653589793, -1.2566370614359172, -2.199114857512855, 0.9972769168026208
-3.141592653589793, -1.2566370614359172, -1.8849555921538759, 0.9972769168026204
-3.141592653589793, -1.2566370614359172, -1.5707963267948966, 0.9972769168026205
-3.141592653589793, -1.2566370614359172, -1.2566370614359172, 0.9972769168026205
-3.141592653589793, -1.2566370614359172, -0.9424777960769379, 0.9972769168026204
