Fault: , U3Gate variation fault at 0, ratio parameter: 1 1 0.9, bias parameter: 0 0 0
faulty_matrix, [[ 1.        +0.j         -0.        +0.j        ] [ 0.        +0.j          0.80901699-0.58778525j]]
faultfree_matrix, [[ 1.+0.0000000e+00j -0.+0.0000000e+00j] [ 0.+0.0000000e+00j  1.-2.4492936e-16j]]
faulty_quantum_state, [-0.39940515-0.242475j -0.06798178-0.88151j ]
faultfree_quantum_state, [0.31232701-0.8576829j  0.38362801+0.14021923j]
theta, phi, lam, score 
-3.141592653589793, -1.2566370614359172, -0.6283185307179586, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, -0.3141592653589793, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 0.0, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 0.3141592653589793, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 0.6283185307179586, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 0.9424777960769379, 0.7560798724364042
-3.141592653589793, -1.2566370614359172, 1.2566370614359172, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 1.5707963267948966, 0.7560798724364045
-3.141592653589793, -1.2566370614359172, 1.8849555921538759, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 2.199114857512855, 0.7560798724364042
-3.141592653589793, -1.2566370614359172, 2.5132741228718345, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 2.827433388230814, 0.7560798724364044
-3.141592653589793, -1.2566370614359172, 3.141592653589793, 0.7560798724364045
-3.141592653589793, -0.9424777960769379, -3.141592653589793, 0.7560798724364041
-3.141592653589793, -0.9424777960769379, -2.827433388230814, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, -2.5132741228718345, 0.7560798724364046
-3.141592653589793, -0.9424777960769379, -2.199114857512855, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, -1.8849555921538759, 0.7560798724364045
-3.141592653589793, -0.9424777960769379, -1.5707963267948966, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, -1.2566370614359172, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, -0.9424777960769379, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, -0.6283185307179586, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, -0.3141592653589793, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, 0.0, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, 0.3141592653589793, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, 0.6283185307179586, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, 0.9424777960769379, 0.756079872436404
-3.141592653589793, -0.9424777960769379, 1.2566370614359172, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, 1.5707963267948966, 0.7560798724364044
-3.141592653589793, -0.9424777960769379, 1.8849555921538759, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, 2.199114857512855, 0.7560798724364041
-3.141592653589793, -0.9424777960769379, 2.5132741228718345, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, 2.827433388230814, 0.7560798724364042
-3.141592653589793, -0.9424777960769379, 3.141592653589793, 0.7560798724364044
-3.141592653589793, -0.6283185307179586, -3.141592653589793, 0.7560798724364046
-3.141592653589793, -0.6283185307179586, -2.827433388230814, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, -2.5132741228718345, 0.7560798724364051
-3.141592653589793, -0.6283185307179586, -2.199114857512855, 0.7560798724364046
-3.141592653589793, -0.6283185307179586, -1.8849555921538759, 0.7560798724364048
-3.141592653589793, -0.6283185307179586, -1.5707963267948966, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, -1.2566370614359172, 0.7560798724364048
-3.141592653589793, -0.6283185307179586, -0.9424777960769379, 0.7560798724364048
-3.141592653589793, -0.6283185307179586, -0.6283185307179586, 0.7560798724364046
-3.141592653589793, -0.6283185307179586, -0.3141592653589793, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 0.0, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 0.3141592653589793, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 0.6283185307179586, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 0.9424777960769379, 0.7560798724364044
-3.141592653589793, -0.6283185307179586, 1.2566370614359172, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 1.5707963267948966, 0.7560798724364048
-3.141592653589793, -0.6283185307179586, 1.8849555921538759, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 2.199114857512855, 0.7560798724364046
-3.141592653589793, -0.6283185307179586, 2.5132741228718345, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 2.827433388230814, 0.7560798724364047
-3.141592653589793, -0.6283185307179586, 3.141592653589793, 0.7560798724364048
-3.141592653589793, -0.3141592653589793, -3.141592653589793, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -2.827433388230814, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -2.5132741228718345, 0.7560798724364047
-3.141592653589793, -0.3141592653589793, -2.199114857512855, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -1.8849555921538759, 0.7560798724364046
-3.141592653589793, -0.3141592653589793, -1.5707963267948966, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -1.2566370614359172, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -0.9424777960769379, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -0.6283185307179586, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, -0.3141592653589793, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 0.0, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 0.3141592653589793, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 0.6283185307179586, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 0.9424777960769379, 0.7560798724364042
-3.141592653589793, -0.3141592653589793, 1.2566370614359172, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 1.5707963267948966, 0.7560798724364046
-3.141592653589793, -0.3141592653589793, 1.8849555921538759, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 2.199114857512855, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 2.5132741228718345, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 2.827433388230814, 0.7560798724364044
-3.141592653589793, -0.3141592653589793, 3.141592653589793, 0.7560798724364046
-3.141592653589793, 0.0, -3.141592653589793, 0.7560798724364045
-3.141592653589793, 0.0, -2.827433388230814, 0.7560798724364046
-3.141592653589793, 0.0, -2.5132741228718345, 0.7560798724364048
-3.141592653589793, 0.0, -2.199114857512855, 0.7560798724364045
-3.141592653589793, 0.0, -1.8849555921538759, 0.7560798724364048
-3.141592653589793, 0.0, -1.5707963267948966, 0.7560798724364046
-3.141592653589793, 0.0, -1.2566370614359172, 0.7560798724364045
-3.141592653589793, 0.0, -0.9424777960769379, 0.7560798724364045
-3.141592653589793, 0.0, -0.6283185307179586, 0.7560798724364045
-3.141592653589793, 0.0, -0.3141592653589793, 0.7560798724364046
-3.141592653589793, 0.0, 0.0, 0.7560798724364046
-3.141592653589793, 0.0, 0.3141592653589793, 0.7560798724364046
-3.141592653589793, 0.0, 0.6283185307179586, 0.7560798724364046
-3.141592653589793, 0.0, 0.9424777960769379, 0.7560798724364044
-3.141592653589793, 0.0, 1.2566370614359172, 0.7560798724364046
-3.141592653589793, 0.0, 1.5707963267948966, 0.7560798724364046
-3.141592653589793, 0.0, 1.8849555921538759, 0.7560798724364044
-3.141592653589793, 0.0, 2.199114857512855, 0.7560798724364044
-3.141592653589793, 0.0, 2.5132741228718345, 0.7560798724364044
-3.141592653589793, 0.0, 2.827433388230814, 0.7560798724364044
-3.141592653589793, 0.0, 3.141592653589793, 0.7560798724364046
-3.141592653589793, 0.3141592653589793, -3.141592653589793, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -2.827433388230814, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -2.5132741228718345, 0.7560798724364047
-3.141592653589793, 0.3141592653589793, -2.199114857512855, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -1.8849555921538759, 0.7560798724364046
-3.141592653589793, 0.3141592653589793, -1.5707963267948966, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -1.2566370614359172, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -0.9424777960769379, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -0.6283185307179586, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, -0.3141592653589793, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 0.0, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 0.3141592653589793, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 0.6283185307179586, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 0.9424777960769379, 0.7560798724364042
-3.141592653589793, 0.3141592653589793, 1.2566370614359172, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 1.5707963267948966, 0.7560798724364045
-3.141592653589793, 0.3141592653589793, 1.8849555921538759, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 2.199114857512855, 0.7560798724364042
-3.141592653589793, 0.3141592653589793, 2.5132741228718345, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 2.827433388230814, 0.7560798724364044
-3.141592653589793, 0.3141592653589793, 3.141592653589793, 0.7560798724364045
-3.141592653589793, 0.6283185307179586, -3.141592653589793, 0.7560798724364041
-3.141592653589793, 0.6283185307179586, -2.827433388230814, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, -2.5132741228718345, 0.7560798724364046
-3.141592653589793, 0.6283185307179586, -2.199114857512855, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, -1.8849555921538759, 0.7560798724364045
-3.141592653589793, 0.6283185307179586, -1.5707963267948966, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, -1.2566370614359172, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, -0.9424777960769379, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, -0.6283185307179586, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, -0.3141592653589793, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, 0.0, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, 0.3141592653589793, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, 0.6283185307179586, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, 0.9424777960769379, 0.756079872436404
-3.141592653589793, 0.6283185307179586, 1.2566370614359172, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, 1.5707963267948966, 0.7560798724364044
-3.141592653589793, 0.6283185307179586, 1.8849555921538759, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, 2.199114857512855, 0.7560798724364041
-3.141592653589793, 0.6283185307179586, 2.5132741228718345, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, 2.827433388230814, 0.7560798724364042
-3.141592653589793, 0.6283185307179586, 3.141592653589793, 0.7560798724364044
-3.141592653589793, 0.9424777960769379, -3.141592653589793, 0.7560798724364046
-3.141592653589793, 0.9424777960769379, -2.827433388230814, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, -2.5132741228718345, 0.7560798724364051
-3.141592653589793, 0.9424777960769379, -2.199114857512855, 0.7560798724364046
-3.141592653589793, 0.9424777960769379, -1.8849555921538759, 0.7560798724364048
-3.141592653589793, 0.9424777960769379, -1.5707963267948966, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, -1.2566370614359172, 0.7560798724364048
-3.141592653589793, 0.9424777960769379, -0.9424777960769379, 0.7560798724364048
-3.141592653589793, 0.9424777960769379, -0.6283185307179586, 0.7560798724364046
-3.141592653589793, 0.9424777960769379, -0.3141592653589793, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 0.0, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 0.3141592653589793, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 0.6283185307179586, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 0.9424777960769379, 0.7560798724364044
-3.141592653589793, 0.9424777960769379, 1.2566370614359172, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 1.5707963267948966, 0.7560798724364048
-3.141592653589793, 0.9424777960769379, 1.8849555921538759, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 2.199114857512855, 0.7560798724364046
-3.141592653589793, 0.9424777960769379, 2.5132741228718345, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 2.827433388230814, 0.7560798724364047
-3.141592653589793, 0.9424777960769379, 3.141592653589793, 0.7560798724364048
-3.141592653589793, 1.2566370614359172, -3.141592653589793, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, -2.827433388230814, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, -2.5132741228718345, 0.7560798724364047
-3.141592653589793, 1.2566370614359172, -2.199114857512855, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, -1.8849555921538759, 0.7560798724364046
-3.141592653589793, 1.2566370614359172, -1.5707963267948966, 0.7560798724364046
-3.141592653589793, 1.2566370614359172, -1.2566370614359172, 0.7560798724364045
-3.141592653589793, 1.2566370614359172, -0.9424777960769379, 0.7560798724364045
-3.141592653589793, 1.2566370614359172, -0.6283185307179586, 0.7560798724364045
-3.141592653589793, 1.2566370614359172, -0.3141592653589793, 0.7560798724364046
-3.141592653589793, 1.2566370614359172, 0.0, 0.7560798724364046
-3.141592653589793, 1.2566370614359172, 0.3141592653589793, 0.7560798724364046
-3.141592653589793, 1.2566370614359172, 0.6283185307179586, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, 0.9424777960769379, 0.7560798724364042
-3.141592653589793, 1.2566370614359172, 1.2566370614359172, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, 1.5707963267948966, 0.7560798724364046
-3.141592653589793, 1.2566370614359172, 1.8849555921538759, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, 2.199114857512855, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, 2.5132741228718345, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, 2.827433388230814, 0.7560798724364044
-3.141592653589793, 1.2566370614359172, 3.141592653589793, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, -3.141592653589793, 0.7560798724364045
-3.141592653589793, 1.5707963267948966, -2.827433388230814, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, -2.5132741228718345, 0.7560798724364048
-3.141592653589793, 1.5707963267948966, -2.199114857512855, 0.7560798724364045
-3.141592653589793, 1.5707963267948966, -1.8849555921538759, 0.7560798724364048
-3.141592653589793, 1.5707963267948966, -1.5707963267948966, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, -1.2566370614359172, 0.7560798724364045
-3.141592653589793, 1.5707963267948966, -0.9424777960769379, 0.7560798724364045
-3.141592653589793, 1.5707963267948966, -0.6283185307179586, 0.7560798724364045
-3.141592653589793, 1.5707963267948966, -0.3141592653589793, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, 0.0, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, 0.3141592653589793, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, 0.6283185307179586, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, 0.9424777960769379, 0.7560798724364044
-3.141592653589793, 1.5707963267948966, 1.2566370614359172, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, 1.5707963267948966, 0.7560798724364046
-3.141592653589793, 1.5707963267948966, 1.8849555921538759, 0.7560798724364044
-3.141592653589793, 1.5707963267948966, 2.199114857512855, 0.7560798724364044
-3.141592653589793, 1.5707963267948966, 2.5132741228718345, 0.7560798724364044
-3.141592653589793, 1.5707963267948966, 2.827433388230814, 0.7560798724364044
-3.141592653589793, 1.5707963267948966, 3.141592653589793, 0.7560798724364046
-3.141592653589793, 1.8849555921538759, -3.141592653589793, 0.7560798724364046
-3.141592653589793, 1.8849555921538759, -2.827433388230814, 0.7560798724364047
-3.141592653589793, 1.8849555921538759, -2.5132741228718345, 0.7560798724364051
-3.141592653589793, 1.8849555921538759, -2.199114857512855, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, -1.8849555921538759, 0.7560798724364051
-3.141592653589793, 1.8849555921538759, -1.5707963267948966, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, -1.2566370614359172, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, -0.9424777960769379, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, -0.6283185307179586, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, -0.3141592653589793, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, 0.0, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, 0.3141592653589793, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, 0.6283185307179586, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, 0.9424777960769379, 0.7560798724364046
-3.141592653589793, 1.8849555921538759, 1.2566370614359172, 0.7560798724364047
-3.141592653589793, 1.8849555921538759, 1.5707963267948966, 0.7560798724364048
-3.141592653589793, 1.8849555921538759, 1.8849555921538759, 0.7560798724364047
-3.141592653589793, 1.8849555921538759, 2.199114857512855, 0.7560798724364046
